aet	0.12	43.44	43.56	0.05	2487207.0	44.04	43.21	43.39	46.01	26.42	3.795E8	9.96	1.648548E10	1.38	0.6	4.36	
aig	1.18	28.5	28.93	-0.34	5754948.0	29.0	28.35	28.84	62.87	27.1			5.121E10				
agx	1.05	10.39	10.5	-0.11	11426.0	10.6	10.32	10.5	10.6	7.4	1.3602E7					0.46	
ipi	0.44	31.75	31.85	0.14	703513.0	32.42	31.59	31.61	40.22	21.5	7.519E7	38.72	2.39E9			0.82	
dhr	1.72	52.48	53.49	-0.92	3870000.0	53.8	52.36	53.4	56.09	35.24		18.61	3.485E10	0.15	0.08	2.82	
lxrx	6.29	1.64	1.75	-0.11	927575.0	1.79	1.64	1.75	2.3	1.22	3.3766E8		5.5376E8			-0.31	
anr	1.62	44.27	45.35	-0.73	3850000.0	45.975	44.1	45.0	68.05	33.24						1.08	
peb	0.99	19.99	20.21	-0.2	485827.0	20.25	19.89	20.19	22.47	16.85	5.0889E7		1.02E9	2.4	0.48	-0.34	
twin	0.82	38.93	39.26	-0.32	66575.0	40.49	38.36	39.25	41.7	10.52	1.136E7			0.82	0.32	1.17	
brli	0.73	20.45	20.75	-0.15	346790.0	20.79	20.4	20.6	25.99	18.02	2.794E7	17.78	5.7133E8			1.15	
rad	0.78	1.28	1.29	-0.01	3930000.0	1.29	1.27	1.29	1.47	0.86	8.9023E8		1.14E9			-0.63	
ups	0.08	73.36	73.41	-0.06	3550000.0	74.02	72.96	73.42	77.0	59.23	9.8621E8	19.15	7.235E10	2.84	2.08	3.83	
kar	2.35	18.28	18.69	-0.44	116325.0	18.83	18.23	18.72	21.0	11.03	1.35898E8	24.7	2.48E9			0.74	
ter	1.38	13.61	13.87	-0.19	3609601.0	14.08	13.45	13.8	19.19	8.84	1.85439E8		2.52E9			1.89	
ob	2.08	13.21	13.5	-0.28	51560.0	13.5	13.21	13.49	16.63	12.46	9.442E7	7.82	1.25E9		0.21	1.69	
