aet	0.75	43.27	43.29	0.32	6842452.0	43.42	42.64	42.95	46.01	26.42	3.795E8	9.92		1.4	0.6	4.36	
aig	0.8	27.87	27.7	0.22	5866801.0	28.06	27.275	27.65	62.87	27.05			5.008E10				
agx	4.37	10.5	10.13	0.44	15483.0	10.5	10.02	10.06	10.6	7.4	1.3602E7		1.42821E8			0.46	
ipi	4.17	32.95	32.42	1.32	1074846.0	33.1	32.42	31.63	40.22	21.74	7.519E7	40.18	2.48E9			0.82	
dhr	1.01	53.01	52.68	0.53	2525560.0	53.25	52.55	52.48	56.09	35.24		18.8	3.52E10	0.15	0.08	2.82	
lxrx	3.47	1.79	1.75	0.06	972182.0	1.8	1.73	1.73	2.3	1.22	3.3766E8		6.0441E8			-0.31	
anr	1.63	46.06	45.84	0.74	3584333.0	46.35	45.25	45.32	68.05	33.24						1.08	
peb	1.45	20.28	20.09	0.29	182670.0	20.3	20.06	19.99	22.47	16.85	5.0889E7		1.03E9	2.4	0.48	-0.34	
twin	1.5	40.5	40.4	0.6	58986.0	40.82	39.53	39.9	41.7	10.52	1.136E7			0.8	0.32	1.17	
brli	1.57	20.03	19.98	0.31	417563.0	20.07	19.76	19.72	25.99	18.02	2.794E7	17.42				1.15	
rad	8.87	1.35	1.25	0.11	1.3427555E7	1.35	1.21	1.24	1.47	0.86	8.9023E8		1.2E9			-0.63	
ups	1.35	73.4	72.84	0.98	3090000.0	73.52	72.71	72.42	77.0	59.23	9.8621E8	19.16	7.239E10	2.87	2.08	3.83	
kar	1.27	18.3	18.16	0.23	73733.0	18.4	18.06	18.07	21.0	11.03	1.35898E8	24.73	2.49E9			0.74	
ter	3.71	13.98	13.67	0.5	3772630.0	14.01	13.64	13.48	19.19	8.84	1.85439E8		2.59E9			1.89	
ob	0.61	13.13	13.06	0.08	187576.0	13.24	12.92	13.05	16.63	12.46	9.442E7	7.77	1.24E9	6.4	0.21	1.69	
mako	6.44	32.24	30.5	1.95	682370.0	32.43	30.1	30.29	35.9	9.28	4.0959E7		1.32E9			-1.06	
ddic	1.16	9.41	9.61	-0.11	193350.0	9.63	9.37	9.52	12.35	7.62	2.0283E7			4.2	0.1	1.05	
cpa	2.24	68.42	67.8	1.5	196121.0	68.69	67.69	66.92	70.56	44.94				2.45	1.64	6.34	
qdel	1.74	15.8	15.58	0.27	59985.0	15.83	15.52	15.53	16.3	10.75	3.317E7	316.0				0.04	
ivac	3.83	10.03	9.81	0.37	51256.0	10.15	9.81	9.66	15.39	8.97	2.2838E7		2.2907E8			0.86	
pnm	1.82	16.8	16.61	0.3	850521.0	16.81	16.46	16.5	17.14	11.01	8.667E7			3.03	0.5	-0.22	
shoo	3.43	41.02	40.0	1.36	335192.0	41.16	39.9	39.66	41.16	21.22	4.232E7	22.29	1.74E9			1.84	
twx	1.87	35.45	35.21	0.65	5860000.0	35.69	34.97	34.8	38.62	29.21	1.0700000000000001E9	15.97	3.796E10	2.7	0.94	2.22	
els	0.72	65.99	65.53	0.47	249828.0	66.91	65.25	65.52	67.69	47.8	3.727E7	48.52		2.29	1.5	1.36	
get	1.38	30.94	30.82	0.42	286899.0	31.31	30.52	30.52	38.22	24.83	4.836E7		1.5E9			-1.88	
ma	1.25	311.39	309.35	3.84	1075726.0	312.77	308.37	307.55	322.28	191.0	1.20665E8	20.93	3.962E10	0.2	0.6	14.87	
lci	0.21	4.7	4.68	-0.01	179105.0	4.77	4.63	4.71	7.0	3.66	2.839E7	27.65				0.17	
tnc	4.6	41.84	40.47	1.84	47274.0	41.91	40.47	40.0	43.84	28.11	1.914E7	22.14		1.7	0.68	1.89	
pby	1.51	11.4	11.29	0.17	780215.0	11.46	11.19	11.23	15.96	8.44	5.267E7			1.07	0.12	0.7	
oxy	1.62	106.97	106.24	1.71	3093991.0	107.6	105.86	105.26	117.89	72.13	8.12875E8		8.695E10	1.75	1.84	6.15	
dri	2.08	53.61	52.88	1.09	1482628.0	53.65	52.75	52.52	53.74	39.25	1.3643E8			3.27	1.72	3.4	
phh	0.05	19.2	19.26	-0.01	814837.0	19.34	18.92	19.21	25.55	17.96	5.626E7	12.39	1.08E9			1.59	
ajg	1.96	26.97	27.46	-0.54	1445220.0	27.46	26.88	27.51	31.92	24.3			2.97E9	4.8	1.32	1.51	
hbcp	0.42	14.35	14.28	0.06	27819.0	14.35	14.25	14.29	16.19	12.34	8084000.0	23.15				0.62	
dxpe	2.05	26.94	26.68	0.54	32311.0	27.0	25.5	26.4	27.0	16.75	1.411E7	18.25				1.48	
vz	0.71	36.97	36.81	0.26		36.98	36.58	36.71	38.95	26.41		29.58		5.31	1.95	1.25	
mnro	1.57	37.45	37.26	0.58	309394.0	37.71	36.81	36.87	38.48	24.57			1.14E9	0.87	0.32	1.44	
gti	1.88	21.09	20.88	0.39	720655.0	21.15	20.78	20.7	23.89	13.87	1.45156E8		3.06E9			1.31	
vcbi	2.56	6.0	5.91	0.15	53790.0	6.04	5.86	5.85	6.9	4.62	2.964E7	10.34	1.7787E8			0.58	
comv	4.75	3.01	3.17	-0.15	137778.0	3.17	3.01	3.16	10.43	2.5	2.5323E7					-1.25	
azo	1.01	298.33	296.71	2.97	268293.0	299.21	296.16	295.36	302.0	201.9	4.156E7	16.52	1.24E10			18.06	
gef	0.35	63.59	63.6	0.22	106895.0	63.82	63.22	63.37	67.57	54.9	2.4839E7	12.84	3.0E9	2.65	1.68	4.95	
usph	1.01	23.97	23.94	0.24	31841.0	24.24	23.54	23.73	26.23	15.3	1.1802E7			1.35	0.32	1.36	
cstr	2.72	59.2	58.09	1.57	800566.0	59.55	57.92	57.63	67.56	37.8	3.136E7		1.86E9			2.19	
amt	1.32	52.91	52.47	0.69	1620181.0	53.18	52.41	52.22	56.84	43.74	3.96631E8	58.14	2.099E10			0.91	
cmtl	1.38	28.67	28.41	0.39	371000.0	28.78	28.28	28.28	32.0	20.19	2.604E7				1.0	2.22	
ren	1.67	17.04	16.88	0.28	1052898.0	17.22	16.85	16.76	18.55	10.48	6.097E7		1.04E9			-0.29	
abbc	1.1	10.14	10.1	0.11	28749.0	10.18	10.01	10.03	13.23	8.79	2.023E7			2.39	0.24	0.39	
mdso	0.94	22.46	22.49	0.21	224885.0	23.06	21.86	22.25	27.39	14.75	2.427E7					1.0	
crmt	3.42	37.23	36.18	1.23	53409.0	37.45	35.92	36.0	37.45	20.4	1.022E7	14.66	3.8038E8			2.54	
acas	1.65	9.86	9.76	0.16	2197050.0	9.9	9.73	9.7	10.85	4.79	3.5267E8		3.48E9			3.56	
meru	1.67	10.98	10.92	0.18	180085.0	11.04	10.72	10.8	27.33	10.44	1.7347E7					-0.26	
idxx	2.18	79.12	77.97	1.69	304068.0	79.73	77.97	77.43	82.91	54.8	5.734E7	32.43	4.54E9			2.44	
jll	2.17	92.14	90.86	1.96	232064.0	92.42	90.67	90.18	107.84	63.42	4.2927E7	26.33	3.96E9	0.33	0.3	3.5	
anth	2.74	8.25	8.06	0.22	41946.0	8.36	7.5	8.03	9.08	2.82	3.964E7					-1.68	
etm	6.97	8.59	8.11	0.56	102747.0	8.61	8.11	8.03	13.63	4.97	3.84E7					1.15	
ccmp	3.68	44.79	43.57	1.59	103678.0	45.07	43.57	43.2	52.69	29.6	2.3515E7	18.98				2.36	
tho	0.3	26.59	26.01	0.08	706421.0	26.61	25.34	26.51	39.12	22.5	5.584E7	13.03	1.48E9	1.5	0.4	2.05	
aria	3.42	13.02	12.5	0.43	4360000.0	13.03	12.49	12.59	13.03	2.9	1.31994E8		1.72E9			0.65	
dy	2.94	17.53	17.21	0.5	174630.0	17.6	17.14	17.03	18.23	7.3	3.405E7					0.2	
stba	2.54	17.36	17.02	0.43	76003.0	17.38	16.96	16.93	23.91	16.64	2.8056E7	14.97		3.54	0.6	1.16	
chrs	1.6	4.44	4.42	0.07	944860.0	4.48	4.38	4.37	4.93	2.84	1.1625E8					-0.28	
hpy	0.51	19.75	19.77	0.1	200696.0	20.15	19.64	19.65	22.06	13.48	3.8544E7	27.43		0.81	0.16	0.71	
hma	2.35	10.45	10.27	0.24	2259360.0	10.53	10.26	10.21	11.74	6.13	2.5317E8		2.65E9			0.63	
