aet	0.12	43.39	43.64	0.05	3230517.0	44.19	43.27	43.34	46.01	26.42	3.795E8	9.95		1.4	0.6	4.36	
aig	0.42	28.84	28.92	0.12	4412662.0	29.25	28.73	28.72	62.87	27.1			5.182E10				
agx	2.54	10.5	10.35	0.26	12851.0	10.5	10.18	10.24	10.5	7.4	1.3602E7		1.42821E8			0.46	
ipi	0.89	31.61	31.59	0.28	357398.0	32.05	31.49		40.22	21.5	7.519E7	38.55	2.38E9			0.82	
dhr	0.21	53.4	53.53	0.11	2474759.0	54.07	53.24	53.29	56.09	35.24		18.94	3.546E10	0.15	0.08	2.82	
lxrx	4.17	1.75	1.7	0.07	569686.0	1.75	1.7	1.68	2.3	1.22	3.3766E8		5.909E8			-0.31	
anr	3.76	45.0	43.79	1.63	4723907.0	45.33	43.73	43.37	68.05	33.24						1.08	
peb	0.2	20.19	20.3	-0.04	260489.0	20.36	20.12	20.23	22.47	16.85	5.0889E7		1.03E9	2.38	0.48	-0.34	
twin	3.07	39.25	38.22	1.17	57803.0	39.52	38.22	38.08	41.7	10.52	1.136E7			0.82	0.32	1.17	
brli	0.15	20.6	20.8	-0.03	174015.0	21.02	20.56	20.63	25.99	18.02	2.794E7	17.91				1.15	
rad	1.57	1.29	1.28	0.02	5920826.0	1.31	1.27	1.27	1.47	0.86	8.9023E8		1.15E9			-0.63	
ups	0.23	73.42	73.65	0.17	2690000.0	74.15	73.21	73.25	77.0	59.23	9.8621E8		7.241E10		2.08	3.83	
kar	1.24	18.72	18.51	0.23	127299.0	19.06	18.51	18.49	21.0	11.03	1.35898E8	25.3	2.54E9			0.74	
ter	0.44	13.8	13.86	0.06	3908284.0	14.12	13.77	13.74	19.19	8.84	1.85439E8		2.56E9			1.89	
ob	0.3	13.49	13.54	0.04	72652.0	13.57	13.39	13.45	16.63	12.46	9.442E7	7.98	1.27E9		0.21	1.69	
mako	0.87	31.32	31.19	0.27	427185.0	31.92	30.95	31.05	35.9	9.28	4.0959E7		1.28E9			-1.06	
ddic	0.21	9.57	9.6	0.02	153245.0	9.72	9.42	9.55	12.35	7.62	2.0283E7				0.1	1.05	
cpa	0.77	68.66	69.41	-0.53	312571.0	69.87	68.5	69.19	70.56	44.94					1.64	6.34	
qdel	0.76	15.82	15.71	0.12	101301.0	15.97	15.59	15.7	16.3	10.75	3.317E7	316.4				0.04	
ivac	2.25	9.99	9.65	0.22	38542.0	10.04	9.65	9.77	15.39	8.97	2.2838E7					0.86	
pnm	0.12	16.86	16.85	0.02	673535.0	17.03	16.81	16.84	17.14	11.01	8.667E7		1.46E9	2.97	0.5	-0.22	
shoo	0.3	40.37	40.44	0.12	743123.0	40.56	40.2	40.25	40.83	21.22	4.232E7	21.94	1.71E9			1.84	
twx	1.16	35.81	35.47	0.41	6867455.0	36.12	35.47	35.4	38.62	29.21	1.0700000000000001E9	16.13	3.835E10	2.62	0.94	2.22	
els	1.93	65.64	67.1	-1.29	227047.0	67.1	65.54	66.93	67.69	47.8	3.727E7	48.26			1.5	1.36	
get	1.85	31.38	31.07	0.57	700814.0	31.91	31.03	30.81	38.22	24.83	4.836E7		1.52E9			-1.88	
ma	0.65	305.89	305.95	1.98	1241626.0	309.95	305.7	303.91	322.28	191.0	1.20665E8	20.56	3.892E10	0.2	0.6	14.87	
lci	0.82	4.91	4.96	0.04	124324.0	4.99	4.8	4.87	7.0	3.66	2.839E7	28.88	1.3939E8			0.17	
