aet	1.12	43.34	42.86	0.48	4615872.0	43.88	42.77	42.86	46.01	26.42	3.795E8	9.94		1.4	0.6	4.36	
aig	0.73	28.72	28.77	-0.21	4720000.0	29.24	28.6	28.93	62.87	27.1			5.16E10				
agx	1.16	10.24	10.26	-0.12	6669.0	10.45	10.24	10.36	10.5	7.4	1.3602E7					0.46	
ipi	0.67	31.33	30.86	0.21	478409.0	31.89	30.86	31.12	40.22	21.4	7.519E7	38.21	2.36E9			0.82	
dhr	0.39	53.29	53.28	-0.21	2850212.0	53.87	53.03	53.5	56.09	35.24		18.9	3.539E10	0.15	0.08	2.82	
lxrx	2.44	1.68	1.64	0.04	711901.0	1.71	1.6	1.64	2.3	1.22	3.3766E8		5.6727E8			-0.31	
anr	0.28	43.37	43.89	0.12	5002690.0	44.56	43.32	43.25	68.05	33.24						1.08	
peb	0.15	20.23	20.21	0.03	435308.0	20.62	20.2	20.2	22.47	16.85	5.0889E7		1.03E9	2.38	0.48	-0.34	
twin	2.23	38.08	38.36	0.87	61564.0	38.6	37.47	38.95	41.7	10.52	1.136E7			0.82	0.32	1.17	
brli	0.73	20.63	20.4	0.15	191726.0	20.92	20.4	20.48	25.99	18.02	2.794E7	17.94				1.15	
rad	0.78	1.27	1.28	-0.01	7900255.0	1.33	1.26	1.28	1.47	0.86	8.9023E8		1.13E9			-0.63	
ups	0.66	73.25	73.5	-0.49	3840000.0	74.07	73.17	73.74	77.0	59.23	9.8621E8		7.224E10	2.82	2.08	3.83	
kar	0.86	18.49	18.58	-0.16	84288.0	18.65	18.3	18.65	21.0	11.03	1.35898E8	24.99	2.51E9			0.74	
ter	4.72	13.74	14.22	-0.68	6780000.0	14.25	13.51	14.42	19.19	8.84	1.85439E8		2.55E9			1.89	
ob	0.07	13.45	13.4	0.01	74201.0	13.57	13.39	13.44	16.63	12.46	9.442E7	7.96	1.27E9	6.25	0.21	1.69	
mako	0.13	31.05	30.5	0.04	572278.0	31.68	30.5	31.01	35.9	9.28	4.0959E7		1.27E9			-1.06	
ddic	1.55	9.55	9.7	-0.15	82619.0	9.745	9.54	9.7	12.35	7.62	2.0283E7				0.1	1.05	
cpa	1.09	69.19	69.86	-0.76	217947.0	70.24	69.07	69.95	70.56	44.94				2.34	1.64	6.34	
qdel	0.19	15.7	15.54	-0.03	121997.0	15.99	15.52	15.73	16.3	10.75	3.317E7	314.0	5.2070000000000006E8			0.04	
ivac	1.11	9.77	9.84	-0.11	39584.0	9.88	9.67	9.88	15.39	8.97	2.2838E7	11.36	2.2313E8			0.86	
pnm	0.18	16.84	16.77	0.03	927697.0	16.94	16.75	16.81	17.14	11.01	8.667E7		1.46E9	2.97	0.5	-0.22	
shoo	0.05	40.25	39.9	0.02	606262.0	40.48	39.83	40.23	40.83	21.22	4.232E7	21.88	1.7E9			1.84	
twx	1.48	35.4	35.78	-0.53	7130147.0	36.05	35.37	35.93	38.62	29.21	1.0700000000000001E9	15.95	3.791E10	2.62	0.94	2.22	
els	0.33	66.93	66.37	0.22	288852.0	67.69	66.36	66.71	67.69	47.8	3.727E7	49.21	2.49E9	2.25	1.5	1.36	
get	0.16	30.81	30.65	0.05	594530.0	31.12	30.48	30.76	38.22	23.67	4.836E7		1.49E9			-1.88	
ma	1.15	303.91	308.17	-3.55	1383794.0	309.5	303.73	307.46	322.28	191.0	1.20665E8	20.42	3.867E10	0.2	0.6	14.87	
lci	2.01	4.87	4.92	-0.1	136617.0	4.98	4.82	4.97	7.0	3.66	2.839E7	28.65	1.3825E8			0.17	
