aet	2.59	45.23	44.12	1.14	3585131.0	45.31	44.1	44.09	46.01	25.0	3.795E8	10.37		1.36	0.6	4.36	
aig	2.25	29.98	29.25	0.66	7995279.0	30.0	29.13	29.32	62.87	27.1			5.387E10				
agx	2.76	10.42	10.13	0.28	20019.0	10.49	10.13	10.14	10.91	7.4	1.3602E7					0.46	
ipi	0.09	32.47	32.62	-0.03	583497.0	32.73	32.09	32.5	40.22	19.08	7.519E7	39.6	2.44E9			0.82	
dhr	2.89	54.52	52.96	1.53	4463338.0	55.25	52.92	52.99	56.09	35.24		19.33	3.62E10	0.15	0.08	2.82	
lxrx	2.27	1.72	1.76	-0.04	571871.0	1.77	1.7	1.76	2.3	1.17	3.3766E8		5.8077E8			-0.31	
anr	2.88	46.75	45.37	1.31	4720000.0	46.88	44.61	45.44	68.05	32.46						1.08	
peb	1.24	20.44	20.26	0.25	318261.0	20.52	20.17	20.19	22.47	16.85	5.0889E7		1.04E9	2.38	0.48	-0.34	
twin	3.42	39.95	38.75	1.32	82538.0	40.13	38.39	38.63	40.13	10.52	1.136E7			0.8	0.32	1.17	
brli	0.24	20.85	20.9	-0.05	240321.0	20.9	20.6	20.9	25.99	18.02	2.794E7	18.13				1.15	
rad	0.75	1.34	1.33	0.01	9741727.0	1.35	1.3	1.33	1.47	0.86	8.9023E8		1.18E9			-0.63	
ups	1.41	73.96	73.09	1.03	3670000.0	74.12	72.9	72.93	77.0	56.47	9.8621E8	19.31	7.294E10	2.85	2.08	3.83	
kar	2.33	19.35	18.91	0.44	254723.0	19.42	18.91	18.91	21.0	11.03	1.35898E8	26.15	2.63E9			0.74	
ter	2.57	15.18	14.78	0.38	3134780.0	15.2	14.57	14.8	19.19	8.84	1.85439E8		2.81E9			1.89	
ob	0.82	13.28	13.46	-0.11	152626.0	13.55	13.21	13.39	16.63	12.46	9.442E7	7.86	1.25E9		0.21	1.69	
mako	5.18	31.27	29.81	1.54	821819.0	32.04	29.79	29.73	35.9	9.28	4.0959E7		1.28E9			-1.06	
ddic	0.31	9.57	9.48	0.03	103602.0	9.68	9.39	9.54	12.35	7.24	2.0283E7				0.1	1.05	
cpa	1.66	67.85	67.04	1.11	122235.0	68.21	66.74	66.74	68.44	42.6				2.46	1.64	6.34	
qdel	0.99	15.3	15.19	0.15	135224.0	15.43	15.04	15.15	16.3	10.75	3.317E7	306.0				0.04	
ivac	0.39	10.17	10.17	-0.04	54074.0	10.39	9.96	10.21	15.39	8.97	2.2838E7					0.86	
pnm	1.25	16.95	16.79	0.21	815239.0	16.98	16.71	16.74	17.1	10.81	8.667E7			2.99	0.5	-0.22	
shoo	2.45	38.43	37.67	0.92	204669.0	38.6	37.43	37.51	38.87	20.2	4.232E7	20.89	1.63E9			1.84	
twx	1.51	36.92	36.4	0.55	6177246.0	37.03	36.3	36.37	38.62	27.99	1.0700000000000001E9	16.63	3.953E10	2.58	0.94	2.22	
els	2.24	63.84	62.58	1.4	395042.0	64.0	62.55	62.44	64.92	46.61		46.94	1.99E9	2.4	1.5	1.36	
get	4.7	31.41	30.0	1.41	722443.0	31.6	29.83	30.0	38.22	20.87	4.836E7		1.52E9			-1.88	
ma	4.36	314.47	300.48	13.13	2414651.0	315.64	299.6	301.34	315.64	191.0	1.20665E8	21.13	4.001E10	0.2	0.6	14.87	
lci	2.21	5.09	5.0	0.11	125110.0	5.09	4.93	4.98	7.0	3.66	2.839E7	29.94				0.17	
tnc	2.75	41.03	39.86	1.1	73184.0	41.16	39.79	39.93	43.84	28.11	1.914E7	21.71		1.7	0.68	1.89	
pby	3.29	11.29	10.97	0.36	661731.0	11.35	10.85	10.93	15.96	7.86	5.267E7			1.1	0.12	0.7	
oxy	1.42	105.52	104.04	1.48	3210000.0	105.77	102.21	104.04	117.89	72.13	8.12875E8		8.577E10	1.77	1.84	6.15	
dri	6.09	52.79	49.82	3.03	6220000.0	53.63	49.43	49.76	53.63	37.08	1.3643E8		7.2E9	2.57	1.28		
phh	0.63	20.65	20.51	0.13	1018564.0	20.92	20.44	20.52	25.55	17.45	5.626E7	13.32	1.16E9			1.59	
ajg	0.67	28.73	28.52	0.19	568795.0	28.76	28.38	28.54	31.92	23.96				4.63	1.32	1.51	
hbcp	0.61	14.7	14.63	-0.09	11722.0	14.86	14.63	14.79	16.19	12.34	8084000.0	23.71				0.62	
dxpe	2.76	26.05	25.44	0.7	44207.0	26.29	25.44	25.35	26.71	14.84	1.411E7	17.6	3.6744E8			1.48	
vz	1.53	37.8	37.06	0.57	1.472E7	37.87	37.06	37.23	38.95	25.99		30.24		5.24	1.95	1.25	
mnro	0.54	37.49	37.37	0.2	221711.0	37.76	37.13	37.29	37.76	24.33	3.0487E7		1.14E9	0.86	0.32	1.44	
gti	3.65	21.01	20.35	0.74	1148474.0	21.06	20.25	20.27	23.89	13.87	1.45156E8		3.05E9			1.31	
vcbi	0.17	5.9	5.9	-0.01	39845.0	5.93	5.82	5.91	7.52	4.62	2.964E7	10.17				0.58	
comv	0.34	2.98	3.01	0.01	184549.0	3.02	2.94	2.97	10.43	2.5	2.5323E7					-1.25	
azo	0.94	297.62	295.38	2.77	255746.0	298.19	294.86	294.85	299.6	189.38	4.156E7	16.48	1.237E10			18.06	
gef	1.12	65.76	65.23	0.73	103412.0	65.92	65.09	65.03	67.57	54.1	2.4839E7	16.44	3.1E9	2.58	1.68	4.95	
usph	1.62	24.33	24.83	-0.4	45325.0	24.83	23.58	24.73	26.06	15.3	1.1802E7	17.89		1.29	0.32	1.36	
cstr	1.47	55.34	54.5	0.8	833060.0	55.49	54.4	54.54	67.56	37.8	3.136E7		1.74E9			2.19	
amt	3.73	54.28	52.6	1.95	4498067.0	54.36	52.33	52.33	56.84	43.26	3.96631E8	59.65	2.153E10			0.91	
cmtl	1.32	28.41	28.1	0.37	301522.0	28.63	28.01	28.04	32.0	20.19	2.604E7	12.8			1.0	2.22	
ren	2.23	16.52	15.99	0.36	344742.0	16.55	15.91	16.16	18.55	10.48	6.097E7		1.01E9			-0.29	
abbc	1.44	10.58	10.43	0.15	71400.0	10.65	10.43	10.43	13.23	8.63	2.023E7			2.3	0.24	0.39	
mdso	0.84	24.07	23.87	0.2	128084.0	24.15	23.71	23.87	27.39	14.75	2.427E7					1.0	
crmt	1.76	33.58	32.97	0.58	73247.0	33.88	32.93	33.0	33.88	20.4		13.22				2.54	
acas	0.6	9.99	9.94	0.06	3652501.0	10.08	9.9	9.93	10.85	4.48	3.5267E8		3.52E9			3.56	
meru	0.08	12.0	12.02	-0.01	249439.0	12.81	11.74	12.01	27.33	10.44	1.7347E7					-0.26	
idxx	1.43	78.67	77.42	1.11	282342.0	78.76	77.42	77.56	82.91	54.8	5.734E7	32.24	4.51E9			2.44	
jll	0.85	95.1	94.73	0.8	376115.0	95.28	93.93	94.3	107.84	61.83	4.2927E7	27.17	4.08E9	0.32	0.3	3.5	
anth	0.12	8.18	8.02	0.01	144192.0	8.36	8.02	8.17	9.08	2.82			2.6973E8			-1.68	
etm	6.22	9.22	8.71	0.54	236334.0	9.27	8.69	8.68	13.63	4.97	3.84E7					1.15	
ccmp	3.34	48.02	46.57	1.55	164314.0	48.07	46.57	46.47	52.69	29.6	2.3515E7	20.34				2.36	
tho	0.38	28.95	28.85	0.11	546315.0	28.99	28.23	28.84	39.12	22.5	5.584E7	14.19	1.616568E9	1.39	0.4	2.05	
aria	1.85	11.54	11.32	0.21	3768198.0	11.67	10.94	11.33	11.94	2.57	1.31994E8		1.52E9			0.65	
dy	0.86	16.48	16.31	0.14	258364.0	16.71	16.12	16.34	18.23	7.3	3.405E7					0.2	
stba	2.21	19.0	18.63	0.41	88576.0	19.13	18.27	18.59	23.91	16.64	2.8056E7	16.38		3.23	0.6	1.16	
chrs	0.96	4.2	4.16	0.04	929455.0	4.24	4.02	4.16	4.93	2.84	1.1625E8					-0.28	
hpy	1.36	20.88	20.6	0.28	240793.0	21.01	20.42	20.6	22.06	13.48	3.8544E7	29.0	8.0479E8	0.78	0.16	0.71	
hma	1.67	10.96	10.8	0.18	2160000.0	10.99	10.64	10.78	11.74	6.13	2.5317E8		2.77E9			0.63	
alth	0.47	2.15	2.15	0.01	655440.0	2.16	2.12	2.14	6.18	1.84	1.05614E8		2.2707E8			-0.68	
ipcm	1.8	47.14	46.14	0.83	80782.0	47.29	46.07	46.31	52.25	22.66	1.6370000000000002E7					1.58	
epl	1.62	15.05	14.78	0.24	266686.0	15.33	14.27	14.81	18.56	9.61	4.0192E7					-0.7	
nwe	1.45	33.59	33.13	0.48	195202.0	33.65	33.13	33.11	33.65	25.83	3.626E7	15.0	1.22E9	4.35	1.44	2.24	
tpgi	2.18	3.28	3.21	0.07	51725.0	3.31	3.18	3.21	4.6	2.51	3.7095E7		1.2167E8			-0.35	
t	0.83	31.67	31.42	0.26	1.826E7	31.73	31.38	31.41	31.94	23.88	5.922E9			5.48	1.72	3.51	
untd	3.32	6.23	6.07	0.2	555837.0	6.25	5.96	6.03	7.5	4.75	8.8638E7	10.56		6.63	0.4	0.59	
sf	1.67	36.46	35.78	0.6	390658.0	36.46	35.75	35.86	49.94	28.45	5.372E7		1.93E9			-0.1	
opxt	5.26	2.4	2.29	0.12	809555.0	2.4	2.25	2.28	4.45	1.29	9.028E7		2.1668E8			-0.36	
nafc	0.06	35.83	35.91	0.02	40476.0	36.39	35.75	35.81	44.94	33.38	1.211E7			2.01	0.72	3.86	
fcel	2.29	1.34	1.32	0.03	1295106.0	1.34	1.3	1.31	2.41	0.98	1.2698E8		1.7015E8			-0.6	
vci	0.59	30.48	30.42	0.18	865363.0	30.72	30.14	30.3	37.44	25.7	4.9135E7		1.5E9			1.61	
pike	3.51	9.15	8.86	0.31	34956.0	9.2	8.85	8.84	10.49	6.66	3.3652E7		3.0791E8			-0.14	
dis	1.74	39.72	39.15	0.68	9200000.0	39.86	39.03	39.04	44.34	30.72	1.890154E9	17.58	7.508E10	1.02	0.4	2.27	
tg	2.02	18.72	18.38	0.37	77551.0	18.92	18.33	18.35	23.2	15.74	3.2E7			0.98	0.18	0.87	
vphm	4.76	19.38	18.63	0.88	1224741.0	19.48	18.36	18.5	22.16	10.29	7.5965E7		1.47E9			1.62	
ba	0.5	74.3	73.81	0.37	3400000.0	74.73	73.8	73.93	80.65	59.48	7.38275E8			2.27	1.68	4.52	
wern	1.84	25.51	25.19	0.46	557761.0	25.52	25.03	25.05	27.17	19.67	7.28E7	21.8	1.86E9	0.8	0.2	1.17	
icog	5.42	2.92	2.78	0.15	405742.0	2.94	2.78	2.77	3.26	1.2	2.5407E8					1.19	
avy	1.01	39.02	38.57	0.39	683116.0	39.21	38.47	38.63	43.52	31.27	1.06875E8	13.55		2.59	1.0	2.86	
lea	0.69	53.85	53.7	0.37	679130.0	54.09	53.23	53.48	57.03	31.52	1.0514E8	11.03	5.66E9	0.93	0.5	4.88	
lll	0.98	88.31	87.6	0.86	721916.0	88.55	87.11	87.45	88.55	66.11	1.06128E8	10.71	9.37E9	2.06	1.8	8.25	
newp	0.61	18.28	18.23	0.11	211477.0	18.36	17.78	18.17	19.84	8.41	3.746E7					1.49	
kbh	3.99	10.17	10.02	0.39	1.015E7	10.47	9.78	9.78	16.11	9.43	8.805E7			2.56	0.25	-2.17	
umh	1.03	10.81	10.7	0.11	28242.0	10.81	10.67	10.7	11.93	9.19	1.4181E7	20.79	1.533E8	6.73	0.72	0.52	
c	2.98	42.88	41.53	1.24	4.274E7	43.06	41.42	41.64	51.5	36.2	2.92E9		1.2524E11	0.1	0.04	3.1	
cec	4.56	41.94	40.18	1.83	259591.0	42.71	40.18	40.11	42.71	30.44	1.985E7			1.99	0.8	2.67	
hckt	0.2	5.08	5.1	-0.01	234125.0	5.11	5.0	5.09	5.21	2.7	4.086E7	14.51	2.0756E8			0.35	
blk	2.4	196.42	192.05	4.61	738890.0	196.64	191.1	191.81	209.77	138.42	1.9229E8	17.43		2.87	5.5	11.27	
hhgp	0.37	5.37	5.36	0.02	135068.0	5.48	5.27	5.35	7.11	2.93						-0.02	
kss	3.56	51.79	50.15	1.78	3688177.0	51.9	49.99	50.01	58.0	44.07	2.8109E8		1.456E10	2.0	1.0	3.76	
ceco	2.32	21.64	21.2	0.49	746641.0	21.7	21.17	21.15	27.93	16.36	7.76E7		1.68E9			2.21	
crs	0.4	57.91	57.74	0.23	444512.0	58.21	56.5	57.68	59.04	30.17	4.402E7	50.36	2.55E9	1.25	0.72	1.14	
urs	0.85	45.12	44.91	0.38	392131.0	45.44	44.78	44.74	48.32	35.09	7.8634E7	14.28	3.55E9			3.16	
tiny	0.58	5.16	5.15	0.03	148046.0	5.24	5.05	5.13	6.3	3.7	3.1001E7	20.64	1.5996E8			0.25	
kwk	0.34	14.71	14.77	-0.05	2220525.0	14.82	14.485	14.76	15.98	10.65	1.7111E8		2.52E9			1.97	
atvi	1.37	11.84	11.71	0.16	3430000.0	11.88	11.64	11.68	12.65	10.32	1.14E9		1.355E10		0.17	0.44	
adbe	0.25	31.53	31.33	0.08	4110000.0000000005	31.65	31.24	31.45	35.99	25.45						1.88	
akam	0.06	31.49	31.37	0.02	5000000.0	31.65	30.98	31.47	54.65	28.69	1.8671E8	33.5	5.88E9			0.95	
alxn	1.02	47.51	46.91	0.48	841901.0	47.51	46.91	47.03	52.5	24.31	1.8384E8		8.73E9			0.55	
altr	2.55	47.53	46.44	1.18	3760000.0	47.75	46.2	46.35	49.59	24.2	3.2222E8	17.8	1.532E10	0.52	0.24	2.67	
amzn	2.45	209.49	205.55	5.0	3980000.0	210.27	203.61	204.49	210.27	105.8	4.5204E8	90.69	9.47E10			2.31	
amgn	0.12	58.28	58.44	-0.07	5230000.0	58.44	57.89	58.35	61.53	50.26	9.2973E8	12.12	5.418E10			4.81	
apol	6.36	46.46	45.98	2.78	6387831.0	47.72	45.62	43.68	53.61	33.75	1.416E8		6.58E9				
aapl	2.26	343.26	335.95	7.59	1.545E7	343.5	334.2	335.67	364.9	235.56	9.24755E8	16.36				20.98	
amat	2.15	13.29	13.01	0.28	1.1620332E7	13.31	12.88	13.01	16.93	10.27	1.32E9	11.17	1.752E10	2.46	0.32	1.19	
adsk	0.26	38.7	38.6	0.1	3268365.0	38.89	38.44	38.6	46.15	23.64	2.3095E8	37.57	8.94E9			1.03	
adp	2.3	53.89	52.56	1.21	2951543.0	53.99	52.48	52.68	55.12	38.41	4.99705E8	22.0	2.693E10	2.73	1.44	2.45	
bidu	2.3	143.35	139.44	3.22	7198371.0	143.35	138.9	140.13	156.04	65.9	3.4881E8		5.0E10			1.82	
bbby	1.75	59.39	58.48	1.02	2190000.0	59.53	58.4	58.37	59.53	35.55	2.49128E8	18.11				3.28	
biib	1.48	108.5	107.35	1.58	1670000.0	108.64	106.92	106.92	109.63	46.15	2.4163E8		2.622E10			4.36	
bmc	1.99	55.79	54.84	1.09	2300895.0	56.1	54.8	54.7	56.16	34.24	1.7593E8					2.5	
brcm	2.29	34.41	33.82	0.77	6380973.0	34.7	33.59	33.64	47.39	29.9	4.826E8	17.29		1.07	0.36	1.98	
chrw	2.26	80.62	79.1	1.78	971143.0	80.99	78.84	78.84	82.05	54.5	1.65564E8	33.31	1.335E10	1.47	1.16	2.42	
ca	1.44	23.17	22.87	0.33	3180000.0	23.18	22.77	22.84	25.68	17.7	5.06108E8		1.173E10	0.88	0.2	1.61	
celg	0.93	60.88	60.75	0.56	2460853.0	60.97	60.17	60.32	63.46	48.02	4.628E8	31.71	2.818E10			1.92	
cern	2.34	62.54	61.36	1.43	949101.0	62.59	60.82	61.11	62.96	36.03	1.68212E8	42.54	1.052E10			1.47	
chkp	0.18	56.75	56.64	-0.1	1520000.0	56.89	56.25	56.85	56.92	28.82	2.0841E8					2.23	
csco	1.6	15.86	15.63	0.25	5.648E7	15.95	15.6	15.61	26.0	14.78	5.500185E9		8.723E10		0.06	1.27	
ctxs	0.97	80.78	80.31	0.78	1659407.0	81.32	79.97	80.0	88.49	41.62	1.88E8		1.519E10			1.59	
ctsh	1.99	74.8	73.48	1.46	2153733.0	74.86	73.12	73.34	83.48	48.98	3.0425E8	29.33	2.276E10			2.55	
cmcsa	1.99	25.73	25.3	0.5	1.161E7	25.79	25.17	25.23	27.16	16.76	2.084368E9	19.49		1.78	0.45	1.32	
cost	0.37	81.54	81.5	0.3	2069999.9999999998	81.7	81.04	81.24	83.95	53.41	4.3781E8		3.57E10	1.18	0.96	3.2	
ctrp	2.25	44.05	43.24	0.97	1345909.0	44.17	42.68	43.08	53.16	31.35						1.11	
dell	1.86	16.98	16.7	0.31	1.365E7	17.0	16.6	16.67	17.0	11.34	1.89E9	10.17				1.67	
xray	1.16	38.52	38.19	0.44	2793472.0	38.54	37.92	38.08	40.16	27.76	1.40775E8		5.42E9	0.53	0.2	1.89	
dtv	1.85	51.76	51.11	0.94	3680000.0	51.84	50.78	50.82	51.84	33.25	7.67785E8	20.22	3.974E10			2.72	
dltr	2.42	68.23	67.02	1.61	934370.0	68.5	66.74	66.62	68.5	40.6	1.2228E8		8.34E9			3.45	
ebay	1.46	32.74	32.26	0.47	1.285E7	32.8	31.99	32.27	35.35	19.06	1.297899E9	23.06	4.249E10			1.42	
erts	2.5	24.19	23.57	0.59	4768735.0	24.2	23.4	23.6	24.79	14.06	3.32448E8		8.039999999999999E9			-0.84	
expe	1.9	29.54	28.96	0.55	2250000.0	29.63	28.89	28.99	29.85	18.3	2.7338E8	20.23	8.08E9	0.97	0.28	1.46	
expd	2.42	52.43	51.21	1.24	1128328.0	52.49	51.19	51.19	57.15	33.65	2.1237E8	30.31	1.113E10	0.98	0.5	1.73	
esrx	0.04	53.96	54.08	-0.02	6190000.0	54.35	53.78	53.98	60.89	41.55		23.26				2.32	
ffiv	2.64	113.16	110.83	2.91	1425728.0	113.33	110.13	110.25	145.76	66.79	8.1111E7	46.19	9.18E9			2.46	
