aet	0.95	42.95	43.1	-0.41	3250000.0	43.6	42.52	43.36	46.01	26.42	3.795E8	9.85		1.4	0.6	4.36	
aig	2.05	27.65	28.11	-0.58	7560000.0	28.24	27.05	28.23	62.87	27.05			4.968E10				
agx	2.8	10.06	10.23	-0.29	5846.0	10.27	10.04	10.35	10.6	7.4	1.3602E7					0.46	
ipi	1.77	31.63	32.07	-0.57	582810.0	32.2	31.32	32.2	40.22	21.74	7.519E7	38.57	2.38E9			0.82	
dhr	0.27	52.48	52.35	-0.14	3568802.0	52.65	52.04	52.62	56.09	35.24		18.61	3.485E10	0.15	0.08	2.82	
lxrx	1.14	1.73	1.75	-0.02	428775.0	1.75	1.68	1.75	2.3	1.22	3.3766E8		5.8415E8			-0.31	
anr	0.5	45.32	46.48	-0.23	4760000.0	46.48	45.07	45.55	68.05	33.24						1.08	
peb	0.84	19.99	20.06	-0.17	247587.0	20.2	19.96	20.16	22.47	16.85	5.0889E7		1.02E9	2.4	0.48	-0.34	
twin	0.62	39.9	40.15	-0.25	52788.0	40.19	39.05	40.15	41.7	10.52	1.136E7		4.531E8	0.8	0.32	1.17	
brli	1.89	19.72	20.04	-0.38	510674.0	20.09	19.59	20.1	25.99	18.02	2.794E7	17.0				1.15	
rad	3.12	1.24	1.25	-0.04	3598759.0	1.27	1.24	1.28	1.47	0.86	8.9023E8		1.1E9			-0.63	
ups	0.9	72.42	72.91	-0.66	3330000.0	73.0	72.14	73.08	77.0	59.23	9.8621E8		7.142E10	2.85	2.08	3.83	
kar	0.82	18.07	18.22	-0.15	116542.0	18.42	17.82	18.22	21.0	11.03	1.35898E8	24.42	2.46E9			0.74	
ter	1.53	13.48	13.59	-0.21	2670000.0	13.66	13.21	13.69	19.19	8.84	1.85439E8		2.5E9			1.89	
ob	0.38	13.05	13.05	-0.05	58900.0	13.15	12.91	13.1	16.63	12.46	9.442E7	7.72	1.23E9		0.21	1.69	
mako	4.42	30.29	31.5	-1.4	783960.0	31.5	30.07	31.69	35.9	9.28	4.0959E7		1.24E9			-1.06	
ddic	0.94	9.52	9.54	-0.09	52771.0	9.7	9.5	9.61	12.35	7.62	2.0283E7		1.9309E8	4.2	0.1	1.05	
cpa	2.85	66.92	68.63	-1.96	196257.0	68.98	66.21	68.88	70.56	44.94				2.38	1.64	6.34	
qdel	0.89	15.53	15.71	-0.14	81039.0	15.79	15.47	15.67	16.3	10.75	3.317E7	310.6				0.04	
ivac		9.66	9.59		127844.0	9.79	9.43	9.66	15.39	8.97	2.2838E7		2.2062E8			0.86	
pnm	1.55	16.5	16.68	-0.26	1040000.0	16.71	16.34	16.76	17.14	11.01	8.667E7			2.98	0.5	-0.22	
shoo	2.75	39.66	40.73	-1.12	413843.0	40.85	39.52	40.78	40.85	21.22	4.232E7	21.55	1.68E9			1.84	
twx	2.33	34.8	35.43	-0.83	7330000.0	35.47	34.65	35.63	38.62	29.21	1.0700000000000001E9	15.68	3.726E10	2.64	0.94	2.22	
els	0.44	65.52	65.71	-0.29	236397.0	65.74	64.75	65.81	67.69	47.8	3.727E7	48.18		2.28	1.5	1.36	
get	1.61	30.52	30.84	-0.5	431311.0	31.11	29.93	31.02	38.22	24.83	4.836E7		1.48E9			-1.88	
ma	0.0	307.55	306.64	0.0	1175685.0	309.47	303.95	307.55	322.28	191.0	1.20665E8	20.67	3.913E10	0.2	0.6	14.87	
lci	0.42	4.71	4.72	-0.02	334093.0	4.78	4.5	4.73	7.0	3.66	2.839E7	27.71	1.3371000000000001E8			0.17	
tnc	1.6	40.0	40.33	-0.65	74995.0	40.33	39.26	40.65	43.84	28.11	1.914E7	21.16	7.6572E8	1.7	0.68	1.89	
pby	3.44	11.23	11.54	-0.4	515275.0	11.54	11.11	11.63	15.96	8.44	5.267E7			1.03	0.12	0.7	
oxy	0.08	105.26	104.63	-0.08	3119845.0	105.57	104.5	105.34	117.89	72.13	8.12875E8		8.556E10	1.75	1.84	6.15	
dri	0.15	52.52	52.37	-0.08	1400000.0	52.98	52.18	52.6	53.74	39.25	1.3643E8			3.27	1.72	3.4	
phh	1.74	19.21	19.52	-0.34	571809.0	19.57	19.08	19.55	25.55	17.96	5.626E7	12.39	1.08E9			1.59	
ajg	0.94	27.51	27.69	-0.26	527043.0	27.8	27.3	27.77	31.92	24.3			3.03E9	4.75	1.32	1.51	
hbcp	0.56	14.29	14.39	-0.08	2800.0	14.39	14.29	14.37	16.19	12.34	8084000.0	23.05				0.62	
dxpe	2.22	26.4	26.82	-0.6	40737.0	26.98	26.13	27.0	27.0	16.57	1.411E7	17.84				1.48	
vz	0.3	36.71	36.68	-0.11	1.07E7	36.74	36.27	36.82	38.95	26.41		29.37		5.3	1.95	1.25	
mnro	0.38	36.87	36.78	-0.14	121253.0	37.16	36.41	37.01	38.48	24.53			1.12E9	0.86	0.32	1.44	
gti	1.1	20.7	20.75	-0.23	510133.0	20.8	20.42	20.93	23.89	13.87	1.45156E8		3.0E9			1.31	
vcbi	2.66	5.85	5.99	-0.16	38648.0	6.01	5.84	6.01	6.9	4.62	2.964E7	10.09	1.7342E8			0.58	
comv	1.86	3.16	3.15	-0.06	132192.0	3.2	3.11	3.22	10.43	2.5	2.5323E7		8.002E7			-1.25	
azo	0.65	295.36	297.08	-1.92	177025.0	297.08	294.47	297.28	302.0	201.51	4.156E7		1.228E10			18.06	
gef	2.21	63.37	64.5	-1.43	70633.0	64.5	63.16	64.8	67.57	54.9	2.4839E7	15.84	2.99E9	2.59	1.68	4.95	
usph	4.16	23.73	24.6	-1.03	19528.0	24.62	23.73	24.76	26.23	15.3	1.1802E7	17.45		1.29	0.32	1.36	
cstr	1.99	57.63	58.8	1.17	728723.0	58.91	56.83	58.8	67.56	37.8	3.136E7		1.81E9			2.19	
amt	1.9	52.22	52.87	-1.01	1660682.0	53.29	51.97	53.23	56.84	43.74	3.96631E8	57.38	2.071E10			0.91	
cmtl	0.66	28.53	28.68	-0.19	309635.0	28.68	28.26	28.72	32.0	20.19	2.604E7				1.0	2.22	
ren	1.7	16.76	17.04	-0.29	501467.0	17.12	16.75	17.05	18.55	10.48	6.097E7		1.02E9			-0.29	
abbc	2.05	10.03	10.21	-0.21	16888.0	10.21	9.95	10.24	13.23	8.77	2.023E7			2.34	0.24	0.39	
mdso	1.68	22.25	22.52	-0.38	248247.0	22.52	22.18	22.63	27.39	14.75	2.427E7					1.0	
crmt	1.5	36.0	36.34	-0.55	36355.0	36.83	35.91	36.55	36.83	20.4	1.022E7	14.17	3.6781E8			2.54	
acas	1.12	9.7	9.72	-0.11	3847473.0	9.76	9.54	9.81	10.85	4.79	3.5267E8		3.42E9			3.56	
meru	1.73	10.8	10.98	-0.19	142760.0	11.05	10.64	10.99	27.33	10.44	1.7347E7		1.8734E8			-0.26	
idxx	1.35	77.43	78.26	-1.06	113870.0	78.71	76.88	78.49	82.91	54.8	5.734E7	31.73	4.44E9			2.44	
jll	1.16	90.18	90.7	-1.06	201414.0	91.0	88.76	91.24	107.84	63.42	4.2927E7	25.77	3.87E9	0.33	0.3	3.5	
anth	0.25	8.03	8.02	0.02	61733.0	8.06	7.54	8.01	9.08	2.82	3.964E7					-1.68	
etm	2.67	8.03	8.18	-0.22	209898.0	8.18	7.79	8.25	13.63	4.97	3.84E7					1.15	
ccmp	0.39	43.2	43.11	-0.17	156166.0	43.29	42.96	43.37	52.69	29.6	2.3515E7	18.3	1.02E9			2.36	
tho	3.25	26.51	27.27	-0.89	381130.0	27.27	26.32	27.4	39.12	22.5	5.584E7	13.0	1.48E9	1.46	0.4	2.05	
aria	0.08	12.59	12.58	0.01	3050000.0	12.76	12.32	12.58	12.76	2.88	1.31994E8		1.66E9			0.65	
dy	1.22	17.03	17.15	-0.21	235595.0	17.21	16.78	17.24	18.23	7.3	3.405E7		5.798E8			0.2	
stba	2.48	16.93	17.27	-0.43	56084.0	17.39	16.78	17.36	23.91	16.64	2.8056E7	14.59		3.54	0.6	1.16	
chrs	0.91	4.37	4.4	-0.04	1030000.0	4.5	4.26	4.41	4.93	2.84	1.1625E8		5.08E8			-0.28	
